group group_name seqnames start end width strand gene_id gene_biotype symbol
13067 1 genes chr21 22423286 22428328 5043 + ENSDARG00000003414 protein_coding capslb
13068 1 genes chr21 22429509 22435957 6449 - ENSDARG00000078970 protein_coding il7r
13069 1 genes chr21 22446240 22547496 101257 - ENSDARG00000062003 protein_coding myo5b
13070 1 genes chr21 22549720 22557469 7750 - ENSDARG00000100892 protein_coding cfap53
13071 1 genes chr21 22558187 22565170 6984 + ENSDARG00000104765 protein_coding chek1
13072 1 genes chr21 22589577 22635262 45686 - ENSDARG00000069767 protein_coding nectin1a
13073 1 genes chr21 22630297 22634926 4630 + ENSDARG00000087165 protein_coding si:dkeyp-69c1.7
13074 1 genes chr21 22642698 22648007 5310 - ENSDARG00000091730 protein_coding gig2l
13075 1 genes chr21 22652864 22664554 11691 - ENSDARG00000103447 protein_coding gig2k
13076 1 genes chr21 22669115 22669669 555 - ENSDARG00000069769 protein_coding gig2j
13077 1 genes chr21 22672794 22673758 965 - ENSDARG00000099325 protein_coding gig2i
13078 1 genes chr21 22675031 22676323 1293 - ENSDARG00000103444 protein_coding gig2h
13079 1 genes chr21 22677211 22678195 985 - ENSDARG00000098463 protein_coding gig2g
13080 1 genes chr21 22679785 22681534 1750 - ENSDARG00000099735 protein_coding gig2f
13081 1 genes chr21 22685206 22689846 4641 - ENSDARG00000075757 protein_coding gig2e
13082 1 genes chr21 22692643 22693730 1088 - ENSDARG00000098772 protein_coding gig2d
13083 1 genes chr21 22697059 22705347 8289 + ENSDARG00000006666 protein_coding bud13
13084 1 genes chr21 22706253 22709251 2999 - ENSDARG00000091888 protein_coding si:dkeyp-69c1.9
13085 1 genes chr21 22712307 22715297 2991 - ENSDARG00000044612 protein_coding c1qb
13086 1 genes chr21 22717824 22720381 2558 - ENSDARG00000095627 protein_coding c1qc
13087 1 genes chr21 22721957 22724980 3024 - ENSDARG00000044613 protein_coding c1qa
13088 1 genes chr21 22726759 22730832 4074 - ENSDARG00000069775 protein_coding fbxo40.1
13089 1 genes chr21 22731566 22737228 5663 - ENSDARG00000091119 protein_coding fbxo40.2
13090 1 genes chr21 22738939 22796064 57126 + ENSDARG00000056619 protein_coding arhgap42a
13091 1 genes chr21 22801257 22812449 11193 - ENSDARG00000056625 protein_coding trpc6a
13092 1 genes chr21 22820970 22831388 10419 - ENSDARG00000056630 protein_coding angptl5
13093 1 genes chr21 22828500 22832715 4216 + ENSDARG00000000349 protein_coding cfap300
13094 1 genes chr21 22833905 22851230 17326 + ENSDARG00000044619 protein_coding birc2
13095 1 genes chr21 22851198 22896108 44911 - ENSDARG00000044622 protein_coding polq
13096 1 genes chr21 22872726 22877873 5148 + ENSDARG00000088690 protein_coding ddias
13097 1 genes chr21 22878834 22888375 9542 + ENSDARG00000044625 protein_coding pcf11
13098 1 genes chr21 22888889 22892124 3236 - ENSDARG00000044626 protein_coding ccdc90b
13099 1 genes chr21 22892836 22901407 8572 + ENSDARG00000044627 protein_coding alg8
13100 1 genes chr21 22906479 22910530 4052 - ENSDARG00000044629 protein_coding guca1d
13101 1 genes chr21 22917221 22951646 34426 - ENSDARG00000059774 protein_coding dub
13102 1 genes chr21 22960735 23017478 56744 - ENSDARG00000006782 protein_coding rb1
13103 1 genes chr21 22985078 22986277 1200 + ENSDARG00000069441 protein_coding lpar6b
13104 1 genes chr21 23019372 23035120 15749 - ENSDARG00000015918 protein_coding dlat
13105 1 genes chr21 23036314 23046606 10293 - ENSDARG00000018738 protein_coding zw10
13106 1 genes chr21 23050310 23110930 60621 - ENSDARG00000008880 protein_coding usp28
13107 1 genes chr21 23108420 23131600 23181 + ENSDARG00000061749 protein_coding htr3b
13108 1 genes chr21 23135322 23156308 20987 + ENSDARG00000089212 protein_coding htr3a
13109 1 genes chr21 23159385 23331619 172235 - ENSDARG00000007184 protein_coding zbtb16a
13110 1 genes chr21 23338059 23746947 408889 - ENSDARG00000056181 protein_coding ncam1a
13111 1 genes chr21 23953181 24412427 459247 + ENSDARG00000031075 protein_coding cadm1a
13112 1 genes chr21 24531679 24535510 3832 - ENSDARG00000044642 protein_coding sc5d
13113 1 genes chr21 24536233 24537061 829 + ENSDARG00000078435 protein_coding anapc13
13114 1 genes chr21 24539896 24632778 92883 - ENSDARG00000074184 protein_coding arhgap32b
13115 1 genes chr21 24703188 24865454 162267 - ENSDARG00000069467 protein_coding igsf9bb
13116 1 genes chr21 24984970 25046991 62022 + ENSDARG00000061794 protein_coding jam3b
13117 1 genes chr21 25054420 25062590 8171 + ENSDARG00000056244 protein_coding zgc:171740
13118 1 genes chr21 25068215 25119942 51728 + ENSDARG00000056267 protein_coding dixdc1b
13119 1 genes chr21 25120546 25171784 51239 + ENSDARG00000061865 protein_coding ddx10
13120 1 genes chr21 25181003 25183430 2428 + ENSDARG00000104326 protein_coding si:dkey-183i3.9
13121 1 genes chr21 25187210 25197103 9894 + ENSDARG00000056248 protein_coding si:dkey-183i3.5
13122 1 genes chr21 25198637 25206227 7591 + ENSDARG00000101767 protein_coding si:dkey-183i3.6
13123 1 genes chr21 25206289 25213616 7328 - ENSDARG00000014274 protein_coding rfc2
13124 1 genes chr21 25216397 25219305 2909 + ENSDARG00000090899 protein_coding sycn.3
13125 1 genes chr21 25221940 25222528 589 + ENSDARG00000090469 protein_coding sycn.1
13126 1 genes chr21 25226558 25227191 634 + ENSDARG00000103687 protein_coding sycn.2
13127 1 genes chr21 25231160 25235926 4767 + ENSDARG00000042970 protein_coding gng8
13128 1 genes chr21 25236297 25247052 10756 + ENSDARG00000056239 protein_coding tmem45b
13129 1 genes chr21 25246933 25272416 25484 - ENSDARG00000091512 protein_coding nfrkb
13130 1 genes chr21 25275693 25295087 19395 - ENSDARG00000044655 protein_coding st14b
13131 1 genes chr21 25323331 25325845 2515 + ENSDARG00000105820 protein_coding or132-1
13132 1 genes chr21 25335807 25338687 2881 + ENSDARG00000094515 protein_coding or132-2
13133 1 genes chr21 25344374 25345902 1529 + ENSDARG00000105762 protein_coding or132-2.1
13134 1 genes chr21 25354106 25356174 2069 + ENSDARG00000105719 protein_coding or132-4
13135 1 genes chr21 25364338 25365870 1533 + ENSDARG00000105835 protein_coding or132-3
13136 1 genes chr21 25375172 25376738 1567 + ENSDARG00000056277 protein_coding or132-5
13137 1 genes chr21 25380675 25395223 14549 - ENSDARG00000009771 protein_coding ppme1
13138 1 genes chr21 25399133 25416391 17259 - ENSDARG00000008155 protein_coding sms
13139 1 genes chr21 25421368 25522906 101539 - ENSDARG00000073707 protein_coding cnksr2b
13140 1 genes chr21 25533531 25543402 9872 + ENSDARG00000086553 protein_coding nlrc3l1
13141 1 genes chr21 25544882 25555355 10474 - ENSDARG00000073781 protein_coding si:dkey-17e16.9
13142 1 genes chr21 25561284 25565428 4145 - ENSDARG00000089836 protein_coding MRPS12
13143 1 genes chr21 25570028 25573064 3037 - ENSDARG00000087753 protein_coding CR388166.1
13144 1 genes chr21 25588436 25604609 16174 - ENSDARG00000020811 protein_coding efemp2b
13145 1 genes chr21 25605368 25613249 7882 - ENSDARG00000087666 protein_coding fibpb
13146 1 genes chr21 25614427 25618175 3749 - ENSDARG00000079373 protein_coding fosl1b
13147 1 genes chr21 25620209 25625183 4975 - ENSDARG00000069494 protein_coding tmem223
13148 1 genes chr21 25625026 25631382 6357 + ENSDARG00000078256 protein_coding ovol1b
13149 1 genes chr21 25643880 25645676 1797 + ENSDARG00000079908 protein_coding tmem151a
13150 1 genes chr21 25660613 25663451 2839 + ENSDARG00000094217 protein_coding si:dkey-17e16.15
13151 1 genes chr21 25664393 25669820 5428 - ENSDARG00000069495 protein_coding tmem179b
13152 1 genes chr21 25669934 25676396 6463 + ENSDARG00000069497 protein_coding sumf2
13153 1 genes chr21 25676097 25685768 9672 - ENSDARG00000069498 protein_coding phkg1b
13154 1 genes chr21 25688388 25695124 6737 + ENSDARG00000091669 protein_coding bicdl2l
13155 1 genes chr21 25703078 25722834 19757 - ENSDARG00000069501 protein_coding abhd11
13156 1 genes chr21 25739295 25741411 2117 - ENSDARG00000069503 protein_coding cldnh
13157 1 genes chr21 25747063 25748913 1851 - ENSDARG00000095025 protein_coding CR388166.2
13158 1 genes chr21 25754268 25756119 1852 - ENSDARG00000015955 protein_coding cldnc
13159 1 genes chr21 25765734 25766840 1107 + ENSDARG00000009544 protein_coding cldnb
13160 1 genes chr21 25773530 25774605 1076 - ENSDARG00000009215 protein_coding zgc:112437
13161 1 genes chr21 25777425 25778201 777 + ENSDARG00000006580 protein_coding cldnd
13162 1 genes chr21 25793970 25795968 1999 + ENSDARG00000069505 protein_coding zgc:136892
13163 1 genes chr21 25795875 25801956 6082 - ENSDARG00000069507 protein_coding mettl27
13164 1 genes chr21 25801345 25819707 18363 + ENSDARG00000025567 protein_coding nf2b
13165 1 genes chr21 25932107 26014477 82371 + ENSDARG00000069766 protein_coding caln2
13166 1 genes chr21 26021496 26028205 6710 - ENSDARG00000024026 protein_coding sdf2
13167 1 genes chr21 26028947 26058547 29601 + ENSDARG00000006524 protein_coding supt6h
13168 1 genes chr21 26062452 26071773 9322 - ENSDARG00000010977 protein_coding rab34b
13169 1 genes chr21 26071874 26074640 2767 + ENSDARG00000006316 protein_coding rpl23a
13170 1 genes chr21 26080215 26089964 9750 - ENSDARG00000002391 protein_coding tlcd1
13171 1 genes chr21 26097732 26114886 17155 - ENSDARG00000059365 protein_coding nipal4
13172 1 genes chr21 26152332 26250744 98413 - ENSDARG00000032714 protein_coding gria1b
13173 1 genes chr21 26389391 26393520 4130 + ENSDARG00000054911 protein_coding tmsb
13174 1 genes chr21 26401332 26406304 4973 - ENSDARG00000054916 protein_coding eif4ebp3
13175 1 genes chr21 26408016 26483237 75222 - ENSDARG00000077860 protein_coding ankhd1
13176 1 genes chr21 26485849 26490186 4338 - ENSDARG00000054929 protein_coding zgc:110540
13177 1 genes chr21 26493694 26495700 2007 - ENSDARG00000077938 protein_coding cd248b
13178 1 genes chr21 26514603 26520629 6027 - ENSDARG00000088207 protein_coding rce1b
13179 1 genes chr21 26522571 26531535 8965 + ENSDARG00000012399 protein_coding adssl
13180 1 genes chr21 26532789 26535721 2933 + ENSDARG00000092480 protein_coding vegfbb
13181 1 genes chr21 26536950 26554325 17376 + ENSDARG00000003175 protein_coding stx5al
13182 1 genes chr21 26555989 26558268 2280 - ENSDARG00000044534 protein_coding CR631122.1
13183 1 genes chr21 26606741 26634099 27359 + ENSDARG00000069266 protein_coding esrra
13184 1 genes chr21 26657404 26664825 7422 + ENSDARG00000055064 protein_coding prdx5
13185 1 genes chr21 26665014 26677834 12821 - ENSDARG00000055076 protein_coding nxf1
13186 1 genes chr21 26678484 26691959 13476 - ENSDARG00000037008 protein_coding bscl2
13187 1 genes chr21 26697536 26707052 9517 + ENSDARG00000009553 protein_coding gng3
13188 1 genes chr21 26709801 26715270 5470 - ENSDARG00000037009 protein_coding banf1
13189 1 genes chr21 26720803 26725478 4676 + ENSDARG00000037012 protein_coding slc3a2b
13190 1 genes chr21 26726936 26732085 5150 + ENSDARG00000074057 protein_coding calm3b
13191 1 genes chr21 26733333 26970710 237378 + ENSDARG00000098766 protein_coding pcxa
13192 1 genes chr21 26908627 26918903 10277 - ENSDARG00000055132 protein_coding lrfn4a
13193 1 genes chr21 26991198 26996035 4838 + ENSDARG00000044540 protein_coding fkbp2
13194 1 genes chr21 26996276 27010837 14562 - ENSDARG00000044541 protein_coding ppp1r14ba
13195 1 genes chr21 27047333 27185915 138583 - ENSDARG00000055154 protein_coding slc8a4a
13196 1 genes chr21 27189490 27190108 619 + ENSDARG00000087993 protein_coding bada
13197 1 genes chr21 27192763 27195323 2561 - ENSDARG00000044544 protein_coding zgc:110782
13198 1 genes chr21 27197711 27201495 3785 - ENSDARG00000044545 protein_coding zgc:77262
13199 1 genes chr21 27204382 27273147 68766 - ENSDARG00000079905 protein_coding mark2a
13200 1 genes chr21 27278120 27287062 8943 + ENSDARG00000078317 protein_coding si:dkey-175m17.7
13201 1 genes chr21 27297145 27299345 2201 + ENSDARG00000088601 protein_coding si:dkey-175m17.6
13202 1 genes chr21 27302752 27324771 22020 + ENSDARG00000005945 protein_coding sart1
13203 1 genes chr21 27327442 27338639 11198 - ENSDARG00000044550 protein_coding hif1al2
13204 1 genes chr21 27336550 27354672 18123 + ENSDARG00000020676 protein_coding dpp3
13205 1 genes chr21 27356768 27362938 6171 - ENSDARG00000079095 protein_coding rin1a
13206 1 genes chr21 27370671 27378961 8291 + ENSDARG00000012723 protein_coding rbm14a
13207 1 genes chr21 27382893 27404978 22086 + ENSDARG00000013755 protein_coding actn3a
13208 1 genes chr21 27407481 27413294 5814 - ENSDARG00000001767 protein_coding slc29a2
13209 1 genes chr21 27416284 27431397 15114 + ENSDARG00000055278 protein_coding cfb
13210 1 genes chr21 27437867 27443995 6129 - ENSDARG00000005616 protein_coding bfb
13211 1 genes chr21 27448856 27461206 12351 + ENSDARG00000090730 protein_coding cfbl
13212 1 genes chr21 27464538 27481382 16845 + ENSDARG00000075169 protein_coding bbs1
13213 1 genes chr21 27482149 27507786 25638 - ENSDARG00000055338 protein_coding si:dkeyp-50d11.2
13214 1 genes chr21 27513859 27555345 41487 + ENSDARG00000044556 protein_coding pacs1a
13215 1 genes chr21 27558381 27570216 11836 + ENSDARG00000021241 protein_coding zgc:165604
13216 1 genes chr21 27575758 27619701 43944 - ENSDARG00000019501 protein_coding pcnx3
13217 1 genes chr21 27636288 28340977 704690 - ENSDARG00000061454 protein_coding nrxn2a
13218 1 genes chr21 28415888 28439596 23709 - ENSDARG00000062328 protein_coding rasgrp2
13219 1 genes chr21 28445052 28472239 27188 + ENSDARG00000055518 protein_coding pygma
13220 1 genes chr21 28478663 28494322 15660 + ENSDARG00000055523 protein_coding slc22a6l
13221 1 genes chr21 28496194 28500704 4511 + ENSDARG00000095273 protein_coding cox8a
13222 1 genes chr21 28502340 28513055 10716 + ENSDARG00000055536 protein_coding otub1a
13223 1 genes chr21 28513057 28523548 10492 - ENSDARG00000055539 protein_coding epdl2
13224 1 genes chr21 28535203 28568094 32892 + ENSDARG00000117105 protein_coding CR749775.3
13225 1 genes chr21 28554716 28737321 182606 - ENSDARG00000077818 protein_coding nrg2a
13226 1 genes chr21 28724099 28729125 5027 + ENSDARG00000067591 protein_coding puraa
13227 1 genes chr21 28747069 28794078 47010 + ENSDARG00000015557 protein_coding zgc:100829
13228 1 genes chr21 28863121 28920245 57125 - ENSDARG00000078865 protein_coding cxxc5a
13229 1 genes chr21 28958471 29075815 117345 + ENSDARG00000004988 protein_coding ppp3ca
13230 1 genes chr21 29077509 29088928 11420 + ENSDARG00000087457 protein_coding ecscr
13231 1 genes chr21 29090652 29100110 9459 - ENSDARG00000077257 protein_coding timd4
13232 1 genes chr21 29100972 29110607 9636 - ENSDARG00000040178 protein_coding havcr1
13233 1 genes chr21 29112053 29119560 7508 - ENSDARG00000091692 protein_coding havcr2
13234 1 genes chr21 29179887 29186128 6242 + ENSDARG00000103260 protein_coding si:ch211-57b15.1
13235 1 genes chr21 29189471 29197700 8230 - ENSDARG00000100964 protein_coding si:ch211-57b15.2
13236 1 genes chr21 29227224 29247942 20719 + ENSDARG00000011317 protein_coding adra1ba
13237 1 genes chr21 29294748 29295713 966 - ENSDARG00000098587 protein_coding CR318595.1
13238 1 genes chr21 29325544 29364166 38623 - ENSDARG00000116369 protein_coding BX537120.3
13239 1 genes chr21 29416076 29416966 891 - ENSDARG00000110627 protein_coding zgc:171310
13240 1 genes chr21 29452759 29477624 24866 - ENSDARG00000109968 protein_coding BX537120.1
13241 1 genes chr21 29508043 29533723 25681 - ENSDARG00000112176 protein_coding BX537120.2
13242 1 genes chr21 29687798 29689141 1344 - ENSDARG00000069362 protein_coding CR847571.1
13243 1 genes chr21 29706179 29735366 29188 - ENSDARG00000110355 protein_coding CR847571.2
13244 1 genes chr21 29836723 29838117 1395 - ENSDARG00000099580 protein_coding CR762480.1
13245 1 genes chr21 29918658 29940453 21796 - ENSDARG00000109332 protein_coding CU104716.1
13246 1 genes chr21 29918658 29991098 72441 - ENSDARG00000097564 protein_coding si:ch73-190f9.4
13247 1 genes chr21 30007566 30019626 12061 + ENSDARG00000044567 protein_coding ttc1
13248 1 genes chr21 30017357 30032706 15350 - ENSDARG00000075526 protein_coding pwwp2a
13249 1 genes chr21 30025031 30030644 5614 - ENSDARG00000114922 protein_coding CU855895.3
13250 1 genes chr21 30043054 30047353 4300 + ENSDARG00000044566 protein_coding fabp6
13251 1 genes chr21 30054772 30082521 27750 - ENSDARG00000077116 protein_coding ccnjl
13252 1 genes chr21 30084823 30090942 6120 + ENSDARG00000086705 protein_coding prob1
13253 1 genes chr21 30091417 30111134 19718 - ENSDARG00000015033 protein_coding slc23a1
13254 1 genes chr21 30116424 30160411 43988 - ENSDARG00000014536 protein_coding pfdn1
13255 1 genes chr21 30161295 30168949 7655 - ENSDARG00000031246 protein_coding hbegfb
13256 1 genes chr21 30169610 30181764 12155 - ENSDARG00000005551 protein_coding hnrnph1l
13257 1 genes chr21 30194904 30236796 41893 + ENSDARG00000055999 protein_coding si:ch211-59d17.3
13258 1 genes chr21 30239549 30254185 14637 - ENSDARG00000056005 protein_coding dnajc18
13259 1 genes chr21 30256952 30284404 27453 - ENSDARG00000045127 protein_coding FAM53C
13260 1 genes chr21 30288570 30293586 5017 - ENSDARG00000069428 protein_coding slbp2
13261 1 genes chr21 30293564 30300049 6486 + ENSDARG00000004956 protein_coding zmat2
13262 1 genes chr21 30306369 30347592 41224 + ENSDARG00000055955 protein_coding lcp2a
13263 1 genes chr21 30351256 30352951 1696 + ENSDARG00000055926 protein_coding foxi3a
13264 1 genes chr21 30355767 30361679 5913 + ENSDARG00000116832 protein_coding CR749164.1
13265 1 genes chr21 30401784 30409204 7421 - ENSDARG00000069422 protein_coding nhp2
13266 1 genes chr21 30410334 30415524 5191 - ENSDARG00000069421 protein_coding grpel2
13267 1 genes chr21 30418034 30467905 49872 - ENSDARG00000056453 protein_coding afap1l1b
13268 1 genes chr21 30470809 30488267 17459 + ENSDARG00000019060 protein_coding snx12
13269 1 genes chr21 30502002 30537411 35410 + ENSDARG00000020645 protein_coding slc7a3a
13270 1 genes chr21 30540465 30545121 4657 - ENSDARG00000019312 protein_coding rab39ba
13271 1 genes chr21 30549512 30560490 10979 + ENSDARG00000074719 protein_coding rab38c
13272 1 genes chr21 30563115 30583086 19972 + ENSDARG00000110266 protein_coding si:ch211-200p22.4
13273 1 genes chr21 30600337 30648132 47796 - ENSDARG00000105039 protein_coding phka1b
13274 1 genes chr21 30651064 30658520 7457 - ENSDARG00000092044 protein_coding si:dkey-22f5.9
13275 1 genes chr21 30662263 30696595 34333 + ENSDARG00000019693 protein_coding clcn5a
13276 1 genes chr21 30701902 30714665 12764 - ENSDARG00000032746 protein_coding tnfsf10l3
13277 1 genes chr21 30721733 30742852 21120 + ENSDARG00000032263 protein_coding zgc:110224
13278 1 genes chr21 30746348 30765533 19186 + ENSDARG00000003344 protein_coding trpc2b
13279 1 genes chr21 30772043 30787414 15372 - ENSDARG00000014017 protein_coding rrm1
13280 1 genes chr21 30794351 30830901 36551 + ENSDARG00000030006 protein_coding slc6a7
13281 1 genes chr21 30841241 30935262 94022 - ENSDARG00000061560 protein_coding stim1b
13282 1 genes chr21 30937690 30951909 14220 + ENSDARG00000004301 protein_coding rhogb
13283 1 genes chr21 30973697 30994577 20881 - ENSDARG00000044596 protein_coding pgap2
13284 1 genes chr21 30996076 31013817 17742 - ENSDARG00000044597 protein_coding ncbp3
13285 1 genes chr21 31020299 31143903 123605 - ENSDARG00000074222 protein_coding rap1gap2b
13286 1 genes chr21 31150438 31184035 33598 + ENSDARG00000044514 protein_coding st6gal1
13287 1 genes chr21 31194980 31226045 31066 - ENSDARG00000016789 protein_coding zgc:152891
13288 1 genes chr21 31232873 31241254 8382 - ENSDARG00000044513 protein_coding tpst1l
13289 1 genes chr21 31244500 31252131 7632 - ENSDARG00000069373 protein_coding crcp
13290 1 genes chr21 31253048 31277336 24289 + ENSDARG00000033361 protein_coding asl
13291 1 genes chr21 31275327 31290582 15256 - ENSDARG00000044512 protein_coding ca4c
13292 1 genes chr21 31434251 32008843 574593 + ENSDARG00000011171 protein_coding si:ch211-12m10.1
13293 1 genes chr21 31434308 31590859 156552 + ENSDARG00000090676 protein_coding si:ch211-166i24.1
13294 1 genes chr21 32021272 32036597 15326 - ENSDARG00000102482 protein_coding zgc:165573
13295 1 genes chr21 32052080 32060993 8914 - ENSDARG00000073961 protein_coding si:ch211-160j14.2
13296 1 genes chr21 32061725 32082149 20425 - ENSDARG00000012932 protein_coding mat2b
13297 1 genes chr21 32089491 32119965 30475 - ENSDARG00000089078 protein_coding si:ch211-160j14.3
13298 1 genes chr21 32280175 32301109 20935 - ENSDARG00000005908 protein_coding clk4b
13299 1 genes chr21 32332616 32349711 17096 + ENSDARG00000079283 protein_coding si:ch211-247j9.1
13300 1 genes chr21 32349190 32374656 25467 - ENSDARG00000077364 protein_coding mapk9
13301 1 genes chr21 32390707 32436679 45973 - ENSDARG00000044094 protein_coding gfpt2
13302 1 genes chr21 32454896 32467799 12904 - ENSDARG00000003127 protein_coding zgc:123105
13303 1 genes chr21 32476709 32487084 10376 - ENSDARG00000073704 protein_coding si:dkeyp-72g9.4
13304 1 genes chr21 32508908 32684570 175663 - ENSDARG00000075930 protein_coding adamts2
13305 1 genes chr21 32757601 32781612 24012 - ENSDARG00000008255 protein_coding cnot6a
13306 1 genes chr21 32820175 32821422 1248 + ENSDARG00000054667 protein_coding adra2db
13307 1 genes chr21 33006650 33032716 26067 - ENSDARG00000054658 protein_coding slc34a1b
13308 1 genes chr21 33093331 33126697 33367 - ENSDARG00000060200 protein_coding CU019662.1
13309 1 genes chr21 33172526 33187913 15388 + ENSDARG00000111106 protein_coding arl3l1
13310 1 genes chr21 33187992 33212425 24434 + ENSDARG00000104924 protein_coding BX072577.1
13311 1 genes chr21 33211306 33229950 18645 - ENSDARG00000010238 protein_coding rbm22
13312 1 genes chr21 33249478 33447610 198133 + ENSDARG00000103606 protein_coding ndst1b
13313 1 genes chr21 33454147 33458430 4284 + ENSDARG00000036629 protein_coding rps14
13314 1 genes chr21 33459524 33463894 4371 + ENSDARG00000036628 protein_coding cd74b
13315 1 genes chr21 33465737 33478164 12428 - ENSDARG00000110481 protein_coding si:ch73-42p12.2
13316 1 genes chr21 33503835 33550282 46448 + ENSDARG00000089914 protein_coding clint1b
13317 1 genes chr21 33724979 33995710 270732 - ENSDARG00000069196 protein_coding ebf1b
13318 1 genes chr21 33973095 33995213 22119 - ENSDARG00000092635 protein_coding si:ch211-51e8.2
13319 1 genes chr21 34001712 34032650 30939 - ENSDARG00000032373 protein_coding rnf145b
13320 1 genes chr21 34033580 34075107 41528 + ENSDARG00000033444 protein_coding map4k6
13321 1 genes chr21 34081718 34101917 20200 - ENSDARG00000111280 protein_coding BX510996.1
13322 1 genes chr21 34088110 34118530 30421 + ENSDARG00000022378 protein_coding mtmr1b
13323 1 genes chr21 34119759 34129776 10018 + ENSDARG00000006408 protein_coding hmgb3b
13324 1 genes chr21 34132747 34211658 78912 + ENSDARG00000060837 protein_coding trpc5b
13325 1 genes chr21 34233492 34261784 28293 - ENSDARG00000054374 protein_coding alg13
13326 1 genes chr21 34364456 34658266 293811 - ENSDARG00000010132 protein_coding dacha
13327 1 genes chr21 34686764 34793909 107146 + ENSDARG00000003845 protein_coding chm
13328 1 genes chr21 34814444 34843004 28561 + ENSDARG00000007217 protein_coding wdr55
13329 1 genes chr21 34835811 34844316 8506 - ENSDARG00000026236 protein_coding zgc:56585
13330 1 genes chr21 34849406 34880924 31519 + ENSDARG00000044484 protein_coding cdc23
13331 1 genes chr21 34879268 34926738 47471 - ENSDARG00000044491 protein_coding kif20a
13332 1 genes chr21 34929598 34943930 14333 + ENSDARG00000094753 protein_coding si:dkey-71d15.2
13333 1 genes chr21 34945033 34972872 27840 - ENSDARG00000007108 protein_coding lipia
13334 1 genes chr21 34976600 34989915 13316 + ENSDARG00000090202 protein_coding rbm11
13335 1 genes chr21 34992550 35041299 48750 + ENSDARG00000079393 protein_coding tmprss15
13336 1 genes chr21 35041399 35056093 14695 + ENSDARG00000021408 protein_coding poglut3
13337 1 genes chr21 35078766 35082715 3950 - ENSDARG00000054510 protein_coding adrb2b
13338 1 genes chr21 35215810 35281609 65800 + ENSDARG00000069184 protein_coding ubtd2
13339 1 genes chr21 35289469 35302253 12785 + ENSDARG00000054542 protein_coding il12bb
13340 1 genes chr21 35304974 35325541 20568 - ENSDARG00000044492 protein_coding ublcp1
13341 1 genes chr21 35327328 35378321 50994 + ENSDARG00000054530 protein_coding rars1
13342 1 genes chr21 35382443 35534401 151959 - ENSDARG00000074819 protein_coding si:dkeyp-23e4.3
13343 1 genes chr21 35652184 35853245 201062 - ENSDARG00000098573 protein_coding sgcd
13344 1 genes chr21 36366872 36439977 73106 + ENSDARG00000079257 protein_coding gemin5
13345 1 genes chr21 36381960 36396334 14375 - ENSDARG00000109961 protein_coding mrpl22
13346 1 genes chr21 36442085 36453594 11510 - ENSDARG00000020043 protein_coding cnot8
13347 1 genes chr21 36465939 36571804 105866 - ENSDARG00000076041 protein_coding wwc1
13348 1 genes chr21 36581384 36601799 20416 + ENSDARG00000117130 protein_coding BX936439.1
13349 1 genes chr21 36612440 36619599 7160 - ENSDARG00000044402 protein_coding nop16
13350 1 genes chr21 36623162 36737293 114132 + ENSDARG00000032157 protein_coding grk6
13351 1 genes chr21 36774542 36784197 9656 + ENSDARG00000089800 protein_coding prr7
13352 1 genes chr21 36801620 36972127 170508 - ENSDARG00000069113 protein_coding dbn1
13353 1 genes chr21 36985209 37027252 42044 - ENSDARG00000054307 protein_coding zgc:77151
13354 1 genes chr21 37049427 37075542 26116 - ENSDARG00000091187 protein_coding BX649250.2
13355 1 genes chr21 37090585 37111264 20680 + ENSDARG00000060695 protein_coding znf346
13356 1 genes chr21 37183124 37194839 11716 - ENSDARG00000069105 protein_coding fgfr4
13357 1 genes chr21 37355716 37398134 42419 + ENSDARG00000060705 protein_coding nsd1b
13358 1 genes chr21 37411547 37418838 7292 + ENSDARG00000054164 protein_coding mrps17
13359 1 genes chr21 37423717 37435162 11446 - ENSDARG00000079508 protein_coding fam114a2
13360 1 genes chr21 37436907 37441931 5025 + ENSDARG00000054172 protein_coding pgrmc1
13361 1 genes chr21 37442458 37445458 3001 + ENSDARG00000115557 protein_coding cox7b
13362 1 genes chr21 37445871 37463555 17685 + ENSDARG00000054191 protein_coding pgk1
13363 1 genes chr21 37477001 37550854 73854 + ENSDARG00000078335 protein_coding amot
13364 1 genes chr21 37637679 37661570 23892 - ENSDARG00000102367 protein_coding ndfip1l
13365 1 genes chr21 37668173 37733571 65399 - ENSDARG00000105287 protein_coding mpp1
13366 1 genes chr21 37787805 37889727 101923 - ENSDARG00000099096 protein_coding gabrb4
13367 1 genes chr21 37915193 37933833 18641 - ENSDARG00000108937 protein_coding FO704750.1
13368 1 genes chr21 37941347 37963141 21795 - ENSDARG00000079102 protein_coding PRRG3
13369 1 genes chr21 37966933 37973819 6887 - ENSDARG00000054103 protein_coding ripply1
13370 1 genes chr21 37996822 38031138 34317 - ENSDARG00000054096 protein_coding rbm41
13371 1 genes chr21 38002879 38009507 6629 + ENSDARG00000044387 protein_coding cldn2
13372 1 genes chr21 38033226 38111218 77993 + ENSDARG00000060661 protein_coding klf8
13373 1 genes chr21 38128877 38153824 24948 - ENSDARG00000018757 protein_coding klf5l
13374 1 genes chr21 38312549 38315241 2693 + ENSDARG00000044375 protein_coding zgc:158291
13375 1 genes chr21 38509465 38582061 72597 - ENSDARG00000054060 protein_coding pof1b
